Video_URL,Video_Name
https://www.youtube.com/watch?v=JhLLf_GAPW4,WHAT I EAT IN A DAY | WEIGHT LOSS MEAL PLAN FOR WOMEN
https://www.youtube.com/watch?v=dXqg1P_qHAU,What I Eat In A Day To Lose Weight | Healthy Detox Recipes For Weight Loss (Day 7)
https://www.youtube.com/watch?v=Eg3vaWTTDwk,3 HEALTHY BREAKFAST IDEAS - Recipes For Weight Loss (+Gluten Free)
https://www.youtube.com/watch?v=QGh0V3t3OBo,GREEN SMOOTHIE RECIPE FOR WEIGHT LOSS | Easy & Healthy Breakfast Ideas!
https://www.youtube.com/watch?v=OK1hNUoRvTA,What I Eat In A Day To LOSE WEIGHT - On a HUNGRY DAY | How To Stop Binge Eating + Healthy Recipes #6
https://www.youtube.com/watch?v=dE10sMu2f20,"What I Eat In A Day To LOSE WEIGHT - Healthy, Easy and Simple! (Day 5)"
https://www.youtube.com/watch?v=sj7wflQ9mq8,Overnight Oats 3 Ways | Easy + Healthy Breakfast Ideas
https://www.youtube.com/watch?v=7JjX_2r17GY,What I Eat In A Day To Lose Weight - Quick Go-To Meals! (Day 4)
https://www.youtube.com/watch?v=L2qMAkn-6K4,My Top 3 Weight Loss Smoothie Recipes | How I Lost 40 Lbs
https://www.youtube.com/watch?v=q2Km5aUDc1o,What I Eat In A Day To Lose Weight (Day 3) | Healthy Recipes For Weight Loss
https://www.youtube.com/watch?v=ZkXylZai_KM,The Unusual Breakfast I Swear by For Losing Weight | How I Lost 40 Lbs | Weight-loss Recipes
https://www.youtube.com/watch?v=Gt5rru0KRGY,What I Eat In A Day To Lose Weight (Day 2) | Healthy Weight Loss Recipes!
https://www.youtube.com/watch?v=7chUi3RYpwM,What I Eat In A Day To Lose Weight (Day 1)
https://www.youtube.com/watch?v=85doO03XM5s,WHAT I EAT IN A DAY TO LOSE WEIGHT + HEALTHY GROCERY HAUL (DAY 8)
https://www.youtube.com/watch?v=RKBibFMOzXs,NEW HEALTHY BREAKFAST IDEAS - My Unusual Breakfast Obsessions!
https://www.youtube.com/watch?v=Bdc4CcW_w44,MY MORNING ROUTINE + HEALTHY BREAKFAST IDEA!
https://www.youtube.com/watch?v=Vw9O9N-7FXE,WHAT I ATE IN A DAY - TO LOSE WEIGHT FOR MY WEDDING (DAY 9 DIET PLAN)
https://www.youtube.com/watch?v=E92kn6KO3ls,WHAT I EAT IN A DAY - LOSING FAT & STAYING LEAN! (Day 10)
https://www.youtube.com/watch?v=W70wjVFKaDc,HOW TO MAKE THE BEST ACAI BOWL | EASY + HEALTHY BREAKFAST IDEAS!
https://www.youtube.com/watch?v=f2Hlr6xfuxw,HOW TO LOSE WEIGHT FAST + HEALTHY BREAKFAST IDEAS!
https://www.youtube.com/watch?v=BXI-cWxEpxk,WHAT I EAT IN A DAY | WEIGHT LOSS MEAL PLAN FOR WOMEN
https://www.youtube.com/watch?v=W8Lc1I2NIDM,MY MORNING ROUTINE TO LOSE WEIGHT + HEALTHY BREAKFAST IDEA!
https://www.youtube.com/watch?v=cvnShgiocwQ,5 HEALTHY BREAKFAST IDEAS FOR WEIGHT LOSS
https://www.youtube.com/watch?v=G1AYWy1VdYc,WHAT I EAT IN A DAY | QUICK + HEALTHY RECIPES WEIGHT LOSS RECIPES!
https://www.youtube.com/watch?v=nvKkQgx0ivc,5 DAYS NO SUGAR CHALLENGE | HOW I QUIT SUGAR + HEALTHY RECIPE IDEAS!
https://www.youtube.com/watch?v=4CdZd6U9PgQ,WHAT I EAT IN A DAY | How I Stay in Shape + Healthy Recipes!
https://www.youtube.com/watch?v=TDW-ywQcTuk,20 WEIGHT LOSS HACKS EVERY GIRL SHOULD KNOW - THAT ACTUALLY WORK!
https://www.youtube.com/watch?v=_Jl0_hr5IV4,"EASY HEALTHY MEAL PREP | Beginners tips, recipes + ideas!"
https://www.youtube.com/watch?v=80kH8SKP65o,10 Easy Healthy Morning Routine Habits (#3 is a must try!)
https://www.youtube.com/watch?v=U5GP-o6K3IQ,WEIGHT LOSS MEAL PREP FOR WOMEN (1 WEEK IN 1 HOUR)
https://www.youtube.com/watch?v=j_OmIqRY0Qw,WHAT I EAT IN A DAY - EASY HEALTHY RECIPE IDEAS!
https://www.youtube.com/watch?v=80VyoCETkLQ,EASY HEALTHY BREAKFAST IDEAS (+ quick pancakes)
https://www.youtube.com/watch?v=QV7AKTXDxQQ,Lazy morning routine + Easy healthy pancake recipe!
https://www.youtube.com/watch?v=eu-HNcRyMf4,WHAT I EAT IN A DAY | WEIGHT LOSS MEAL PLAN FOR WOMEN
https://www.youtube.com/watch?v=blFh-4wspDE,"EASY HEALTHY HOLIDAY RECIPES | Breakfast, Dessert, Sides & MORE IDEAS!"
https://www.youtube.com/watch?v=h4a4I7Qmyjc,MORNING ROUTINE (One hour realistic + minimal)
https://www.youtube.com/watch?v=_Tlba9mdc9s,WHAT I EAT IN A DAY - AT CHRISTMAS | Healthy Holiday Recipe Ideas!
https://www.youtube.com/watch?v=w6letL23F_8,CHRISTMAS HOLIDAY MORNING ROUTINE | + Healthy Pumpkin Pancake/ Waffle Recipe!
https://www.youtube.com/watch?v=jR4Y5OEoDN8,EASY HEALTHY BREAKFAST IDEAS | Simple Recipes!
https://www.youtube.com/watch?v=EPFMtq7mCoM,5 QUICK HEALTHY WEEKDAY BREAKFASTS | Easy ideas + recipes!
https://www.youtube.com/watch?v=aIlj2O0eGQk,WHAT I ATE TO LOSE 30 LBS IN 12 WEEKS
https://www.youtube.com/watch?v=BPFjyoJJbWM,7 Easy Healthy Breakfast Smoothies | Recipes & Ideas!
https://www.youtube.com/watch?v=bxzzdu4AsnA,WHAT I EAT IN A DAY 2018 | healthy + how I stay in shape
https://www.youtube.com/watch?v=sGy_8asrjls,"HEALTHY REALISTIC MORNING ROUTINE 2018 | breakfast, workout, skincare"
https://www.youtube.com/watch?v=Vw-k9a4fQR8,WHAT I EAT IN A DAY TO LOSE WEIGHT 2018 - Healthy + Easy (For when I'm busy AF)
https://www.youtube.com/watch?v=aHlq31JUhcU,HEALTHY RECIPES TO LOSE WEIGHT FOR SUMMER 2018! (What I eat to get in shape)
https://www.youtube.com/watch?v=pMXJ_rRggGk,"MORNING ROUTINE/ GET READY WITH ME 2018! (breakfast, skincare, makeup routine)"
https://www.youtube.com/watch?v=1k0iEVqWOTU,"RECIPES + TIPS TO LOSE WEIGHT FOR SUMMER! | Recipes, workout + tips!"
https://www.youtube.com/watch?v=zcdqXvDBPFE,"WHAT I EAT IN A DAY - MY NEW DIET 2018! Losing fat, getting LEAN + HEALTHY!"
