Video_URL,Video_Name
https://www.youtube.com/watch?v=vZ965BJRulE,How To Clean! Fast & Easy Cleaning Routine
https://www.youtube.com/watch?v=3ukywH8-l1Q,How To Keep Your Room Clean
https://www.youtube.com/watch?v=QviJn5nnqbc,Daily Cleaning Routine - How To Make Cleaning Easy
https://www.youtube.com/watch?v=48cDyNPKbRs,Cleaning & Organising My Apartment And Incredible Food Ideas
https://www.youtube.com/watch?v=OaH8zkonvHs,HOW TO STOP BEING MESSY - Habits For A Clean Home/Room
https://www.youtube.com/watch?v=Ejs-JZPBIII,CLEAN WITH ME! Get Motivated To Clean!
https://www.youtube.com/watch?v=PjwDRUGl0UI,Bathroom Declutter & Deep Clean + Cleaning Motivation
https://www.youtube.com/watch?v=v3ws7f5aSUQ,Tidy My Apartment With Me | CLEANING MOTIVATION
https://www.youtube.com/watch?v=TFaNHH5_05c,CLEAN WITH ME! - Motivation Monday
https://www.youtube.com/watch?v=F4IQ-BhFr64,Cleaning My Entire Home! Cleaning Motivation | Motivation Monday
https://www.youtube.com/watch?v=WWYiHfAuDlg,Deep Cleaning My Room & Bathroom | Cleaning Motivation
