Video_URL,Video_Name
https://www.youtube.com/watch?v=uB3Im50TWXY,1 Hour Realistic Morning Routine
https://www.youtube.com/watch?v=srLSc9_g5Qk,Organisation Night Routine - Prepare For Tomorrow
https://www.youtube.com/watch?v=Xcd6fkK1V-U,My Morning Routine! 2016
https://www.youtube.com/watch?v=gFdBXYcKulk,My Mindful Morning Routine - Set Yourself Up For The Day
https://www.youtube.com/watch?v=L3_102srViE,Relaxing Night Routine
https://www.youtube.com/watch?v=_i4YmR2mf4g,How To Organise Your Morning Routine - Organisation Hacks #TheAugustDaily
https://www.youtube.com/watch?v=1NvJUXORSpE,MY NIGHT ROUTINE! 2016
https://www.youtube.com/watch?v=hZJ-XiMBR5k,Building The Perfect Morning Routine
https://www.youtube.com/watch?v=QviJn5nnqbc,Daily Cleaning Routine - How To Make Cleaning Easy
https://www.youtube.com/watch?v=TQP5o0tQPaU,My Morning Routine
https://www.youtube.com/watch?v=VVCDR3Q--7c,How To Get Ready Fast - Morning Routine Hacks
https://www.youtube.com/watch?v=fnugnCg1ik4,Everyday Makeup Routine / Tutorial | How To Start Your Day
https://www.youtube.com/watch?v=pol6A2D0arQ,Bedtime Routine For A Better Sleep
https://www.youtube.com/watch?v=yVV0Al3iS7A,Favorite Morning Routine Habits
https://www.youtube.com/watch?v=oIkUHo2wa6c,MORNING ROUTINE | Special Occasion Get Ready With Me
https://www.youtube.com/watch?v=luXuzugkEa8,DO YOU NEED A NEW SKINCARE ROUTINE? | Planning A New Skincare Routine
https://www.youtube.com/watch?v=afAeBkBa1mg,Everyday Makeup & Morning Routine - Get Ready With Me
https://www.youtube.com/watch?v=YmWbfVoQzYU,Relaxing Evening Routine | Motivation Monday
https://www.youtube.com/watch?v=U5klLfhIxbQ,My FULL ON Weekly Beauty Routine
https://www.youtube.com/watch?v=nJaShVys4co,Private video
